userid,itemid,rating,age,gender,occupation,zip,movietitle,releasedate
130,269,4,20,M,none,60115,"Full Monty, The (1997)",01/01/1997
408,288,4,23,M,student,61755,Scream (1996),20/12/1996
313,770,4,41,M,marketing,60035,Devil in a Blue Dress (1995),01/01/1995
144,196,4,53,M,programmer,20910,Dead Poets Society (1989),01/01/1989
210,94,4,39,M,engineer,3060,Home Alone (1990),01/01/1990
435,800,4,24,M,engineer,60007,In the Mouth of Madness (1995),01/01/1995
256,403,4,35,F,none,39042,Batman (1989),01/01/1989
343,152,4,43,M,engineer,30093,Sleeper (1973),01/01/1973
393,237,4,19,M,student,83686,Jerry Maguire (1996),13/12/1996
346,748,4,34,M,other,76059,"Saint, The (1997)",14/03/1997
479,135,4,30,M,educator,55409,2001: A Space Odyssey (1968),01/01/1968
339,99,4,35,M,lawyer,37901,Snow White and the Seven Dwarfs (1937),01/01/1937
436,1119,4,30,F,administrator,17345,Some Kind of Wonderful (1987),01/01/1987
291,31,4,19,M,student,44106,Crimson Tide (1995),01/01/1995
60,174,4,50,M,healthcare,6472,Raiders of the Lost Ark (1981),01/01/1981
128,121,4,24,F,marketing,20009,Independence Day (ID4) (1996),03/07/1996
206,269,4,14,F,student,53115,"Full Monty, The (1997)",01/01/1997
380,95,4,32,M,engineer,55117,Aladdin (1992),01/01/1992
500,111,4,28,M,administrator,94305,"Truth About Cats & Dogs, The (1996)",26/04/1996
451,984,4,16,M,student,48446,Shadow Conspiracy (1997),31/01/1997
492,492,4,57,M,educator,94618,East of Eden (1955),01/01/1955
426,490,4,55,M,educator,1602,To Catch a Thief (1955),01/01/1955
331,32,4,33,M,entertainment,91344,Crumb (1994),01/01/1994
472,763,4,24,M,student,87544,Happy Gilmore (1996),16/02/1996
154,919,4,25,M,student,53703,"City of Lost Children, The (1995)",01/01/1995
144,215,4,53,M,programmer,20910,Field of Dreams (1989),01/01/1989
89,111,4,43,F,administrator,68106,"Truth About Cats & Dogs, The (1996)",26/04/1996
232,531,4,45,M,scientist,99709,Shine (1996),22/11/1996
412,408,4,25,M,educator,15222,"Close Shave, A (1995)",28/04/1996
339,88,4,35,M,lawyer,37901,Sleepless in Seattle (1993),01/01/1993
272,50,4,33,M,scientist,53706,Star Wars (1977),01/01/1977
276,79,4,21,M,student,95064,"Fugitive, The (1993)",01/01/1993
180,186,4,22,F,administrator,60202,"Blues Brothers, The (1980)",01/01/1980
474,48,4,51,M,executive,93711,Hoop Dreams (1994),01/01/1994
43,111,4,29,F,librarian,20854,"Truth About Cats & Dogs, The (1996)",26/04/1996
339,436,4,35,M,lawyer,37901,"American Werewolf in London, An (1981)",01/01/1981
320,226,4,19,M,student,24060,Die Hard 2 (1990),01/01/1990
476,72,4,28,M,student,60440,"Mask, The (1994)",01/01/1994
12,133,4,28,F,other,6405,Gone with the Wind (1939),01/01/1939
301,265,4,24,M,student,55439,"Hunt for Red October, The (1990)",01/01/1990
450,477,4,35,F,educator,11758,Matilda (1996),02/08/1996
457,722,4,33,F,salesman,30011,Nine Months (1995),01/01/1995
314,393,4,20,F,student,8043,Mrs. Doubtfire (1993),01/01/1993
262,433,4,19,F,student,78264,Heathers (1989),01/01/1989
451,682,4,16,M,student,48446,I Know What You Did Last Summer (1997),17/10/1997
184,176,4,37,M,librarian,76013,Aliens (1986),01/01/1986
83,527,4,40,M,other,44133,Gandhi (1982),01/01/1982
348,934,4,24,F,student,45660,"Preacher's Wife, The (1996)",13/12/1996
193,310,4,29,M,student,49931,"Rainmaker, The (1997)",01/01/1997
291,290,4,19,M,student,44106,Fierce Creatures (1997),10/01/1997
430,273,4,38,M,scientist,98199,Heat (1995),01/01/1995
373,136,4,24,F,other,55116,Mr. Smith Goes to Washington (1939),01/01/1939
432,258,4,22,M,entertainment,50311,Contact (1997),11/07/1997
417,217,4,27,F,other,48103,Bram Stoker's Dracula (1992),01/01/1992
488,748,4,48,M,technician,21012,"Saint, The (1997)",14/03/1997
334,655,4,32,M,librarian,30002,Stand by Me (1986),01/01/1986
284,307,4,40,M,executive,92629,"Devil's Advocate, The (1997)",01/01/1997
423,326,4,64,M,other,91606,G.I. Jane (1997),01/01/1997
118,559,4,21,M,administrator,90210,Interview with the Vampire (1994),01/01/1994
437,517,4,27,F,other,20009,Manhattan (1979),01/01/1979
376,111,4,28,F,other,10010,"Truth About Cats & Dogs, The (1996)",26/04/1996
181,974,4,26,M,executive,21218,Eye for an Eye (1996),01/01/1996
391,604,4,23,M,student,84604,It Happened One Night (1934),01/01/1934
13,342,4,47,M,educator,29206,"Man Who Knew Too Little, The (1997)",01/01/1997
84,276,4,32,M,executive,55369,Leaving Las Vegas (1995),01/01/1995
398,732,4,40,M,other,60008,Dave (1993),01/01/1993
428,908,4,28,M,student,55414,Half Baked (1998),16/01/1998
301,203,4,24,M,student,55439,Unforgiven (1992),01/01/1992
452,171,4,35,M,administrator,28018,Delicatessen (1991),01/01/1991
464,333,4,60,M,writer,94583,"Game, The (1997)",01/01/1997
480,203,4,57,M,retired,98257,Unforgiven (1992),01/01/1992
328,1483,4,51,M,administrator,6779,"Man in the Iron Mask, The (1998)",17/03/1998
336,105,4,23,M,salesman,42101,Sgt. Bilko (1996),29/03/1996
407,448,4,29,M,engineer,3261,"Omen, The (1976)",01/01/1976
223,866,4,19,F,student,47906,Michael (1996),25/12/1996
145,202,4,31,M,entertainment,V3N4P,Groundhog Day (1993),01/01/1993
450,582,4,35,F,educator,11758,"Piano, The (1993)",01/01/1993
339,234,4,35,M,lawyer,37901,Jaws (1975),01/01/1975
346,117,4,34,M,other,76059,"Rock, The (1996)",07/06/1996
64,568,4,32,M,educator,43202,Speed (1994),01/01/1994
198,210,4,21,F,student,55414,Indiana Jones and the Last Crusade (1989),01/01/1989
381,150,4,33,M,artist,94608,Swingers (1996),18/10/1996
343,786,4,43,M,engineer,30093,"Perez Family, The (1995)",01/01/1995
85,423,4,51,M,educator,20003,E.T. the Extra-Terrestrial (1982),01/01/1982
94,176,4,26,M,student,71457,Aliens (1986),01/01/1986
450,270,4,35,F,educator,11758,Gattaca (1997),01/01/1997
393,69,4,19,M,student,83686,Forrest Gump (1994),01/01/1994
283,175,4,28,M,programmer,55305,Brazil (1985),01/01/1985
474,76,4,51,M,executive,93711,Carlito's Way (1993),01/01/1993
472,682,4,24,M,student,87544,I Know What You Did Last Summer (1997),17/10/1997
64,11,4,32,M,educator,43202,Seven (Se7en) (1995),01/01/1995
392,1012,4,52,M,writer,59801,Private Parts (1997),07/03/1997
294,340,4,34,M,technician,92110,Boogie Nights (1997),01/01/1997
142,408,4,13,M,other,48118,"Close Shave, A (1995)",28/04/1996
450,7,4,35,F,educator,11758,Twelve Monkeys (1995),01/01/1995
213,432,4,33,M,executive,55345,Fantasia (1940),01/01/1940
488,434,4,48,M,technician,21012,Forbidden Planet (1956),01/01/1956
406,427,4,52,M,educator,93109,To Kill a Mockingbird (1962),01/01/1962
391,69,4,23,M,student,84604,Forrest Gump (1994),01/01/1994
467,288,4,29,M,engineer,91201,Scream (1996),20/12/1996
286,90,4,27,M,student,15217,So I Married an Axe Murderer (1993),01/01/1993
419,514,4,37,M,lawyer,43215,Annie Hall (1977),01/01/1977
354,1194,4,29,F,librarian,48197,Once Were Warriors (1994),01/01/1994
339,317,4,35,M,lawyer,37901,In the Name of the Father (1993),01/01/1993
122,661,4,32,F,writer,22206,High Noon (1952),01/01/1952
57,833,4,16,M,none,84010,Bulletproof (1996),06/09/1996
251,685,4,28,M,doctor,85032,Executive Decision (1996),09/03/1996
487,172,4,22,M,engineer,92121,"Empire Strikes Back, The (1980)",01/01/1980
135,56,4,23,M,student,38401,Pulp Fiction (1994),01/01/1994
489,292,4,55,M,other,45218,Rosewood (1997),21/02/1997
450,155,4,35,F,educator,11758,Dirty Dancing (1987),01/01/1987
222,729,4,29,M,programmer,27502,Nell (1994),01/01/1994
450,12,4,35,F,educator,11758,"Usual Suspects, The (1995)",14/08/1995
407,316,4,29,M,engineer,3261,As Good As It Gets (1997),23/12/1997
450,774,4,35,F,educator,11758,"Prophecy, The (1995)",01/01/1995
493,879,4,22,M,engineer,60090,"Peacemaker, The (1997)",01/01/1997
314,411,4,20,F,student,8043,"Nutty Professor, The (1996)",28/06/1996
404,258,4,29,F,programmer,55108,Contact (1997),11/07/1997
327,1170,4,22,M,student,11101,Spanking the Monkey (1994),01/01/1994
430,288,4,38,M,scientist,98199,Scream (1996),20/12/1996
77,56,4,30,M,technician,29379,Pulp Fiction (1994),01/01/1994
15,927,4,49,F,educator,97301,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",08/03/1996
200,177,4,40,M,programmer,93402,"Good, The Bad and The Ugly, The (1966)",01/01/1966
479,55,4,30,M,educator,55409,"Professional, The (1994)",01/01/1994
295,230,4,31,M,educator,50325,Star Trek IV: The Voyage Home (1986),01/01/1986
295,158,4,31,M,educator,50325,Weekend at Bernie's (1989),01/01/1989
66,741,4,23,M,student,80521,"Last Supper, The (1995)",05/04/1996
383,504,4,42,M,administrator,75204,Bonnie and Clyde (1967),01/01/1967
495,478,4,29,M,engineer,3052,"Philadelphia Story, The (1940)",01/01/1940
214,318,4,26,F,librarian,11231,Schindler's List (1993),01/01/1993
424,243,4,36,F,marketing,55422,Jungle2Jungle (1997),07/03/1997
469,136,4,60,M,educator,78628,Mr. Smith Goes to Washington (1939),01/01/1939
449,171,4,23,M,librarian,55021,Delicatessen (1991),01/01/1991
26,304,4,49,M,engineer,21044,Fly Away Home (1996),13/09/1996
11,317,4,39,F,other,30329,In the Name of the Father (1993),01/01/1993
324,275,4,21,F,student,2176,Sense and Sensibility (1995),01/01/1995
244,660,4,28,M,technician,80525,Fried Green Tomatoes (1991),01/01/1991
280,1035,4,30,F,librarian,22903,Cool Runnings (1993),01/01/1993
458,13,4,47,M,technician,Y1A6B,Mighty Aphrodite (1995),30/10/1995
429,291,4,27,M,student,29205,Absolute Power (1997),14/02/1997
426,510,4,55,M,educator,1602,"Magnificent Seven, The (1954)",01/01/1954
450,488,4,35,F,educator,11758,Sunset Blvd. (1950),01/01/1950
423,690,4,64,M,other,91606,Seven Years in Tibet (1997),01/01/1997
500,1012,4,28,M,administrator,94305,Private Parts (1997),07/03/1997
504,163,4,40,F,writer,92115,"Return of the Pink Panther, The (1974)",01/01/1974
222,73,4,29,M,programmer,27502,Maverick (1994),01/01/1994
174,1035,4,30,F,administrator,52302,Cool Runnings (1993),01/01/1993
123,100,4,48,F,artist,20008,Fargo (1996),14/02/1997
85,170,4,51,M,educator,20003,Cinema Paradiso (1988),01/01/1988
261,301,4,28,M,administrator,85202,In & Out (1997),19/09/1997
270,722,4,18,F,student,63119,Nine Months (1995),01/01/1995
378,792,4,35,M,student,2859,Bullets Over Broadway (1994),01/01/1994
456,431,4,24,M,technician,31820,Highlander (1986),01/01/1986
301,29,4,24,M,student,55439,Batman Forever (1995),01/01/1995
323,186,4,21,M,student,19149,"Blues Brothers, The (1980)",01/01/1980
426,525,4,55,M,educator,1602,"Big Sleep, The (1946)",01/01/1946
221,218,4,19,M,student,20685,Cape Fear (1991),01/01/1991
503,69,4,50,F,writer,27514,Forrest Gump (1994),01/01/1994
8,233,4,36,M,administrator,5201,Under Siege (1992),01/01/1992
18,61,4,35,F,other,37212,Three Colors: White (1994),01/01/1994
215,191,4,35,M,programmer,63033,Amadeus (1984),01/01/1984
48,1064,4,45,M,administrator,12550,Crossfire (1947),01/01/1947
355,264,4,25,M,student,60135,Mimic (1997),22/08/1997
64,310,4,32,M,educator,43202,"Rainmaker, The (1997)",01/01/1997
498,191,4,26,M,writer,55408,Amadeus (1984),01/01/1984
311,215,4,32,M,technician,73071,Field of Dreams (1989),01/01/1989
151,185,4,38,F,administrator,48103,Psycho (1960),01/01/1960
119,689,4,32,M,programmer,67401,"Jackal, The (1997)",01/01/1997
331,124,4,33,M,entertainment,91344,Lone Star (1996),21/06/1996
417,201,4,27,F,other,48103,Evil Dead II (1987),01/01/1987
436,739,4,30,F,administrator,17345,Pretty Woman (1990),01/01/1990
372,1273,4,25,F,student,66046,Color of Night (1994),01/01/1994
7,98,4,57,M,administrator,91344,"Silence of the Lambs, The (1991)",01/01/1991
119,762,4,32,M,programmer,67401,Beautiful Girls (1996),09/02/1996
201,82,4,27,M,writer,E2A4H,Jurassic Park (1993),01/01/1993
85,28,4,51,M,educator,20003,Apollo 13 (1995),01/01/1995
82,9,4,50,M,programmer,22902,Dead Man Walking (1995),01/01/1995
339,702,4,35,M,lawyer,37901,Barcelona (1994),01/01/1994
456,498,4,24,M,technician,31820,"African Queen, The (1951)",01/01/1951
483,181,4,29,M,scientist,43212,Return of the Jedi (1983),14/03/1997
282,262,4,22,M,administrator,20057,In the Company of Men (1997),01/08/1997
429,195,4,27,M,student,29205,"Terminator, The (1984)",01/01/1984
463,306,4,48,F,healthcare,75218,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",01/01/1997
450,301,4,35,F,educator,11758,In & Out (1997),19/09/1997
499,312,4,42,M,programmer,75006,Midnight in the Garden of Good and Evil (1997),01/01/1997
437,484,4,27,F,other,20009,"Maltese Falcon, The (1941)",01/01/1941
345,702,4,28,F,librarian,94143,Barcelona (1994),01/01/1994
387,98,4,33,M,entertainment,37412,"Silence of the Lambs, The (1991)",01/01/1991
466,172,4,22,M,student,90804,"Empire Strikes Back, The (1980)",01/01/1980
409,9,4,48,M,administrator,98225,Dead Man Walking (1995),01/01/1995
489,1238,4,55,M,other,45218,Full Speed (1996),01/01/1996
417,184,4,27,F,other,48103,Army of Darkness (1993),01/01/1993
426,605,4,55,M,educator,1602,Meet Me in St. Louis (1944),01/01/1944
315,428,4,31,M,educator,18301,Harold and Maude (1971),01/01/1971
144,435,4,53,M,programmer,20910,Butch Cassidy and the Sundance Kid (1969),01/01/1969
284,900,4,40,M,executive,92629,Kundun (1997),25/12/1997
177,223,4,20,M,programmer,19104,Sling Blade (1996),22/11/1996
145,939,4,31,M,entertainment,V3N4P,Murder in the First (1995),01/01/1995
450,468,4,35,F,educator,11758,Rudy (1993),01/01/1993
416,633,4,20,F,student,92626,"Christmas Carol, A (1938)",01/01/1938
457,455,4,33,F,salesman,30011,Jackie Chan's First Strike (1996),10/01/1997
301,118,4,24,M,student,55439,Twister (1996),10/05/1996
3,260,4,23,M,writer,32067,Event Horizon (1997),01/01/1997
399,1137,4,25,M,other,92374,Beautiful Thing (1996),09/10/1996
387,293,4,33,M,entertainment,37412,Donnie Brasco (1997),28/02/1997
417,792,4,27,F,other,48103,Bullets Over Broadway (1994),01/01/1994
499,347,4,42,M,programmer,75006,Wag the Dog (1997),09/01/1998
506,470,4,46,M,programmer,3869,Tombstone (1993),01/01/1993
322,156,4,20,M,student,50613,Reservoir Dogs (1992),01/01/1992
144,326,4,53,M,programmer,20910,G.I. Jane (1997),01/01/1997
157,290,4,57,M,engineer,70808,Fierce Creatures (1997),10/01/1997
210,180,4,39,M,engineer,3060,Apocalypse Now (1979),01/01/1979
422,222,4,26,M,entertainment,94533,Star Trek: First Contact (1996),22/11/1996
417,475,4,27,F,other,48103,Trainspotting (1996),19/07/1996
65,651,4,51,F,educator,48118,Glory (1989),01/01/1989
416,142,4,20,F,student,92626,Bedknobs and Broomsticks (1971),01/01/1971
436,96,4,30,F,administrator,17345,Terminator 2: Judgment Day (1991),01/01/1991
92,92,4,32,M,entertainment,80525,True Romance (1993),01/01/1993
495,797,4,29,M,engineer,3052,Timecop (1994),01/01/1994
303,381,4,19,M,student,14853,Muriel's Wedding (1994),01/01/1994
59,3,4,49,M,educator,8403,Four Rooms (1995),01/01/1995
85,641,4,51,M,educator,20003,Paths of Glory (1957),01/01/1957
87,22,4,47,M,administrator,89503,Braveheart (1995),16/02/1996
128,71,4,24,F,marketing,20009,"Lion King, The (1994)",01/01/1994
495,127,4,29,M,engineer,3052,"Godfather, The (1972)",01/01/1972
456,1478,4,24,M,technician,31820,Dead Presidents (1995),01/01/1995
342,223,4,25,F,other,98006,Sling Blade (1996),22/11/1996
386,222,4,36,M,salesman,43221,Star Trek: First Contact (1996),22/11/1996
244,780,4,28,M,technician,80525,Dumb & Dumber (1994),01/01/1994
90,1097,4,60,M,educator,78155,"Hate (Haine, La) (1995)",09/02/1996
235,303,4,37,M,educator,22973,Ulee's Gold (1997),01/01/1997
455,2,4,48,M,administrator,83709,GoldenEye (1995),01/01/1995
452,498,4,35,M,administrator,28018,"African Queen, The (1951)",01/01/1951
414,300,4,24,M,programmer,38115,Air Force One (1997),01/01/1997
327,1103,4,22,M,student,11101,Trust (1990),01/01/1990
292,1142,4,35,F,programmer,94703,When We Were Kings (1996),14/02/1997
270,531,4,18,F,student,63119,Shine (1996),22/11/1996
210,195,4,39,M,engineer,3060,"Terminator, The (1984)",01/01/1984
457,640,4,33,F,salesman,30011,"Cook the Thief His Wife & Her Lover, The (1989)",01/01/1989
5,432,4,33,F,other,15213,Fantasia (1940),01/01/1940
295,43,4,31,M,educator,50325,Disclosure (1994),01/01/1994
506,1046,4,46,M,programmer,3869,Malice (1993),01/01/1993
472,27,4,24,M,student,87544,Bad Boys (1995),01/01/1995
282,890,4,22,M,administrator,20057,Mortal Kombat: Annihilation (1997),01/01/1997
303,847,4,19,M,student,14853,Looking for Richard (1996),11/10/1996
62,875,4,27,F,administrator,97214,She's So Lovely (1997),22/08/1997
128,197,4,24,F,marketing,20009,"Graduate, The (1967)",01/01/1967
381,517,4,33,M,artist,94608,Manhattan (1979),01/01/1979
319,306,4,38,M,programmer,22030,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",01/01/1997
387,222,4,33,M,entertainment,37412,Star Trek: First Contact (1996),22/11/1996
448,303,4,23,M,entertainment,10021,Ulee's Gold (1997),01/01/1997
214,479,4,26,F,librarian,11231,Vertigo (1958),01/01/1958
185,1020,4,53,F,librarian,97403,Gaslight (1944),01/01/1944
416,77,4,20,F,student,92626,"Firm, The (1993)",01/01/1993
488,198,4,48,M,technician,21012,Nikita (La Femme Nikita) (1990),01/01/1990
200,226,4,40,M,programmer,93402,Die Hard 2 (1990),01/01/1990
504,546,4,40,F,writer,92115,Broken Arrow (1996),09/02/1996
456,1019,4,24,M,technician,31820,"Die xue shuang xiong (Killer, The) (1989)",01/01/1989
227,324,4,46,M,executive,60659,Lost Highway (1997),21/02/1997
417,419,4,27,F,other,48103,Mary Poppins (1964),01/01/1964
328,1313,4,51,M,administrator,6779,Palmetto (1998),20/02/1998
457,742,4,33,F,salesman,30011,Ransom (1996),08/11/1996
458,209,4,47,M,technician,Y1A6B,This Is Spinal Tap (1984),01/01/1984
355,360,4,25,M,student,60135,Wonderland (1997),01/01/1997
505,140,4,27,F,other,20657,Homeward Bound: The Incredible Journey (1993),01/01/1993
409,12,4,48,M,administrator,98225,"Usual Suspects, The (1995)",14/08/1995
387,547,4,33,M,entertainment,37412,"Young Poisoner's Handbook, The (1995)",23/02/1996
435,659,4,24,M,engineer,60007,Arsenic and Old Lace (1944),01/01/1944
429,570,4,27,M,student,29205,Wyatt Earp (1994),01/01/1994
448,884,4,23,M,entertainment,10021,Year of the Horse (1997),01/01/1997
443,271,4,35,M,salesman,33308,Starship Troopers (1997),01/01/1997
357,105,4,26,M,executive,98133,Sgt. Bilko (1996),29/03/1996
308,88,4,60,M,retired,95076,Sleepless in Seattle (1993),01/01/1993
474,646,4,51,M,executive,93711,Once Upon a Time in the West (1969),01/01/1969
271,137,4,51,M,engineer,22932,Big Night (1996),20/09/1996
11,692,4,39,F,other,30329,"American President, The (1995)",01/01/1995
493,96,4,22,M,engineer,60090,Terminator 2: Judgment Day (1991),01/01/1991
1,249,4,24,M,technician,85711,Austin Powers: International Man of Mystery (1997),02/05/1997
487,232,4,22,M,engineer,92121,Young Guns (1988),01/01/1988
361,1103,4,22,M,student,44074,Trust (1990),01/01/1990
365,995,4,29,M,lawyer,20009,"Kiss Me, Guido (1997)",01/01/1997
409,210,4,48,M,administrator,98225,Indiana Jones and the Last Crusade (1989),01/01/1989
381,995,4,33,M,artist,94608,"Kiss Me, Guido (1997)",01/01/1997
44,380,4,26,M,technician,46260,Star Trek: Generations (1994),01/01/1994
94,1014,4,26,M,student,71457,Romy and Michele's High School Reunion (1997),25/04/1997
407,218,4,29,M,engineer,3261,Cape Fear (1991),01/01/1991
469,641,4,60,M,educator,78628,Paths of Glory (1957),01/01/1957
224,470,4,31,F,educator,43512,Tombstone (1993),01/01/1993
297,302,4,29,F,educator,98103,L.A. Confidential (1997),01/01/1997
59,615,4,49,M,educator,8403,"39 Steps, The (1935)",01/01/1935
85,1173,4,51,M,educator,20003,Bliss (1997),06/06/1997
419,257,4,37,M,lawyer,43215,Men in Black (1997),04/07/1997
159,243,4,23,F,student,55346,Jungle2Jungle (1997),07/03/1997
453,117,4,18,M,student,6333,"Rock, The (1996)",07/06/1996
381,1018,4,33,M,artist,94608,Tie Me Up! Tie Me Down! (1990),01/01/1990
318,1044,4,65,M,retired,6518,"Paper, The (1994)",01/01/1994
151,70,4,38,F,administrator,48103,Four Weddings and a Funeral (1994),01/01/1994
345,111,4,28,F,librarian,94143,"Truth About Cats & Dogs, The (1996)",26/04/1996
81,726,4,21,M,student,21218,Fluke (1995),01/01/1995
474,322,4,51,M,executive,93711,Murder at 1600 (1997),18/04/1997
66,127,4,23,M,student,80521,"Godfather, The (1972)",01/01/1972
405,191,4,22,F,healthcare,10019,Amadeus (1984),01/01/1984
339,150,4,35,M,lawyer,37901,Swingers (1996),18/10/1996
138,182,4,46,M,doctor,53211,GoodFellas (1990),01/01/1990
476,765,4,28,M,student,60440,Boomerang (1992),01/01/1992
429,549,4,27,M,student,29205,Rob Roy (1995),01/01/1995
374,70,4,36,M,executive,78746,Four Weddings and a Funeral (1994),01/01/1994
487,237,4,22,M,engineer,92121,Jerry Maguire (1996),13/12/1996
56,200,4,25,M,librarian,46260,"Shining, The (1980)",01/01/1980
457,118,4,33,F,salesman,30011,Twister (1996),10/05/1996
320,2,4,19,M,student,24060,GoldenEye (1995),01/01/1995
25,655,4,39,M,engineer,55107,Stand by Me (1986),01/01/1986
42,54,4,30,M,administrator,17870,Outbreak (1995),01/01/1995
311,121,4,32,M,technician,73071,Independence Day (ID4) (1996),03/07/1996
218,168,4,37,M,administrator,6513,Monty Python and the Holy Grail (1974),01/01/1974
411,22,4,34,M,educator,44691,Braveheart (1995),16/02/1996
456,177,4,24,M,technician,31820,"Good, The Bad and The Ugly, The (1966)",01/01/1966
378,223,4,35,M,student,2859,Sling Blade (1996),22/11/1996
286,924,4,27,M,student,15217,White Squall (1996),01/01/1996
114,156,4,27,M,programmer,75013,Reservoir Dogs (1992),01/01/1992
498,127,4,26,M,writer,55408,"Godfather, The (1972)",01/01/1972
416,14,4,20,F,student,92626,"Postino, Il (1994)",01/01/1994
479,88,4,30,M,educator,55409,Sleepless in Seattle (1993),01/01/1993
373,401,4,24,F,other,55116,"Brady Bunch Movie, The (1995)",01/01/1995
505,591,4,27,F,other,20657,Primal Fear (1996),30/03/1996
250,333,4,29,M,executive,95110,"Game, The (1997)",01/01/1997
130,246,4,20,M,none,60115,Chasing Amy (1997),01/01/1997
458,792,4,47,M,technician,Y1A6B,Bullets Over Broadway (1994),01/01/1994
466,232,4,22,M,student,90804,Young Guns (1988),01/01/1988
504,66,4,40,F,writer,92115,While You Were Sleeping (1995),01/01/1995
406,921,4,52,M,educator,93109,Farewell My Concubine (1993),01/01/1993
299,300,4,29,M,doctor,63108,Air Force One (1997),01/01/1997
301,403,4,24,M,student,55439,Batman (1989),01/01/1989
450,650,4,35,F,educator,11758,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",01/01/1957
18,430,4,35,F,other,37212,Duck Soup (1933),01/01/1933
506,479,4,46,M,programmer,3869,Vertigo (1958),01/01/1958
401,483,4,46,F,healthcare,84107,Casablanca (1942),01/01/1942
457,664,4,33,F,salesman,30011,"Paris, Texas (1984)",01/01/1984
385,604,4,36,M,writer,10003,It Happened One Night (1934),01/01/1934
365,269,4,29,M,lawyer,20009,"Full Monty, The (1997)",01/01/1997
130,765,4,20,M,none,60115,Boomerang (1992),01/01/1992
484,463,4,27,M,student,21208,"Secret of Roan Inish, The (1994)",01/01/1994
392,346,4,52,M,writer,59801,Jackie Brown (1997),01/01/1997
52,121,4,18,F,student,55105,Independence Day (ID4) (1996),03/07/1996
43,1035,4,29,F,librarian,20854,Cool Runnings (1993),01/01/1993
291,367,4,19,M,student,44106,Clueless (1995),01/01/1995
13,855,4,47,M,educator,29206,Diva (1981),01/01/1981
177,153,4,20,M,programmer,19104,"Fish Called Wanda, A (1988)",01/01/1988
497,260,4,20,M,student,50112,Event Horizon (1997),01/01/1997
268,4,4,24,M,engineer,19422,Get Shorty (1995),01/01/1995
201,1193,4,27,M,writer,E2A4H,Before the Rain (Pred dozhdot) (1994),01/01/1994
239,185,4,39,M,artist,95628,Psycho (1960),01/01/1960
141,974,4,49,M,programmer,36117,Eye for an Eye (1996),01/01/1996
497,943,4,20,M,student,50112,Killing Zoe (1994),01/01/1994
262,421,4,19,F,student,78264,William Shakespeare's Romeo and Juliet (1996),25/10/1996
338,607,4,39,F,librarian,59717,Rebecca (1940),01/01/1940
125,451,4,30,M,lawyer,22202,Grease (1978),01/01/1978
311,176,4,32,M,technician,73071,Aliens (1986),01/01/1986
458,346,4,47,M,technician,Y1A6B,Jackie Brown (1997),01/01/1997
123,462,4,48,F,artist,20008,Like Water For Chocolate (Como agua para chocolate) (1992),01/01/1992
468,116,4,28,M,engineer,2341,Cold Comfort Farm (1995),23/04/1996
505,99,4,27,F,other,20657,Snow White and the Seven Dwarfs (1937),01/01/1937
385,429,4,36,M,writer,10003,"Day the Earth Stood Still, The (1951)",01/01/1951
271,179,4,51,M,engineer,22932,"Clockwork Orange, A (1971)",01/01/1971
271,393,4,51,M,engineer,22932,Mrs. Doubtfire (1993),01/01/1993
327,154,4,22,M,student,11101,Monty Python's Life of Brian (1979),01/01/1979
468,469,4,28,M,engineer,2341,Short Cuts (1993),01/01/1993
416,1400,4,20,F,student,92626,Picture Bride (1995),01/01/1995
402,124,4,30,M,engineer,95129,Lone Star (1996),21/06/1996
254,196,4,44,M,educator,42647,Dead Poets Society (1989),01/01/1989
450,1,4,35,F,educator,11758,Toy Story (1995),01/01/1995
87,871,4,47,M,administrator,89503,Vegas Vacation (1997),14/02/1997
336,4,4,23,M,salesman,42101,Get Shorty (1995),01/01/1995
60,357,4,50,M,healthcare,6472,One Flew Over the Cuckoo's Nest (1975),01/01/1975
378,806,4,35,M,student,2859,Menace II Society (1993),01/01/1993
417,778,4,27,F,other,48103,Don Juan DeMarco (1995),01/01/1995
417,1000,4,27,F,other,48103,Lightning Jack (1994),01/01/1994
94,192,4,26,M,student,71457,Raging Bull (1980),01/01/1980
477,781,4,23,F,student,2125,French Kiss (1995),01/01/1995
221,298,4,19,M,student,20685,Face/Off (1997),27/06/1997
455,504,4,48,M,administrator,83709,Bonnie and Clyde (1967),01/01/1967
276,354,4,21,M,student,95064,"Wedding Singer, The (1998)",13/02/1998
250,527,4,29,M,executive,95110,Gandhi (1982),01/01/1982
236,591,4,44,F,writer,53214,Primal Fear (1996),30/03/1996
104,257,4,27,M,student,55108,Men in Black (1997),04/07/1997
183,55,4,33,M,scientist,27708,"Professional, The (1994)",01/01/1994
8,518,4,36,M,administrator,5201,Miller's Crossing (1990),01/01/1990
5,194,4,33,F,other,15213,"Sting, The (1973)",01/01/1973
372,262,4,25,F,student,66046,In the Company of Men (1997),01/08/1997
334,1170,4,32,M,librarian,30002,Spanking the Monkey (1994),01/01/1994
313,118,4,41,M,marketing,60035,Twister (1996),10/05/1996
18,165,4,35,F,other,37212,Jean de Florette (1986),01/01/1986
308,641,4,60,M,retired,95076,Paths of Glory (1957),01/01/1957
